po_number,po_line,posting_date,company_code,site_id,site_name,department_id,department_name,cost_center,supplier_child_id,supplier_child_name,supplier_parent_id,supplier_parent_name,supplier_grandparent_id,supplier_grandparent_name,item_code,item_cat_l_id,item_cat_l_name,item_cat_m_id,item_cat_m_name,item_cat_s_id,item_cat_s_name,uom,quantity,unit_price,net_amount,currency,payment_terms,buyer,contract_flag,purchasing_channel,tax_amount,gross_amount
PO20253000379,1,2025-07-04,JP01,S003,関東物流センター,D001,マーケティング,CC4001,SC001,オリオンコンサル54 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000249,CL005,IT,CM050,ヘルプデスク,CS0249,ヘルプデスク（月額サブスク）,LOT,6.0,3147494.87,18884969.22,JPY,NET60,TANAKA,0,Catalog,1888496.92,20773466.14
PO20253000413,1,2025-07-04,JP01,S005,名古屋拠点,D005,情報システム,CC2001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000025,CL001,マーケティング,CM005,PR/広報,CS0025,PR/広報（単発作業）,HOUR,80.0,288142.16,23051372.93,JPY,NET30,SUZUKI,1,Framework,2305137.29,25356510.22
PO20253000416,1,2025-07-04,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC033,サミットコンサル78 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000038,CL001,マーケティング,CM008,SEO/コンテンツ,CS0038,SEO/コンテンツ（スポット対応）,SET,5.0,2142067.8,10710338.99,JPY,NET30,SATO,0,Catalog,1071033.9,11781372.89
PO20253000449,1,2025-07-04,JP01,S004,関西物流センター,D009,SCM企画,CC5101,SC020,オリオンBPO51 Ltd.,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000122,CL003,ビジネスサービス,CM025,会計/経理,CS0122,会計/経理（プレミアムプラン）,SET,3.0,1331606.84,3994820.53,JPY,NET45,TANAKA,0,Framework,399482.05,4394302.58
PO20253000085,1,2025-07-06,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC034,ネクサスデジタル98 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000084,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0084,ディスプレイ施工（月額サブスク）,HOUR,20.0,344868.95,6897378.92,JPY,NET45,KOBAYASHI,1,Framework,689737.89,7587116.81
PO20253000003,1,2025-07-07,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000115,CL003,ビジネスサービス,CM023,研修/教育,CS0115,研修/教育（単発作業）,PACK,10.0,798646.42,7986464.23,JPY,NET30,SUZUKI,1,Catalog,798646.42,8785110.65
PO20253000121,1,2025-07-07,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC021,ネクサスサプライ18 合同会社,SP001,Global Marketing Alliance East Japan,SGP001,Global Marketing Alliance,IM000150,CL003,ビジネスサービス,CM030,総務支援,CS0150,総務支援（単発作業）,SET,10.0,1791991.27,17919912.67,JPY,NET45,SATO,0,eProc,1791991.27,19711903.94
PO20253000155,1,2025-07-07,JP01,S002,横浜オフィス,D003,経理,CC2101,SC030,ユニオンサプライ56 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000144,CL003,ビジネスサービス,CM029,設備保全,CS0144,設備保全（月額サブスク）,HOUR,20.0,348566.41,6971328.25,JPY,NET30,TANAKA,0,eProc,697132.82,7668461.07
PO20253000292,1,2025-07-09,JP01,S003,関東物流センター,D001,マーケティング,CC4001,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000073,CL002,リテールプロモ,CM015,サンプリング,CS0073,サンプリング（スポット対応）,MONTH,1.0,6299179.41,6299179.41,JPY,NET30,UEDA,1,Catalog,629917.94,6929097.35
PO20253000414,1,2025-07-09,JP01,S005,名古屋拠点,D004,人事,CC2201,SC019,オリオンパッケージ92 K.K.,SP019,Travel Japan K.K.,SGP009,Travel & Events Network,IM000033,CL001,マーケティング,CM007,CRM/メール,CS0033,CRM/メール（スポット対応）,EA,3.0,1227865.49,3683596.48,JPY,NET45,SATO,0,Framework,368359.65,4051956.13
PO20253000403,1,2025-07-11,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC049,フロンティアプロモ66 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000140,CL003,ビジネスサービス,CM028,清掃/警備,CS0140,清掃/警備（単発作業）,HOUR,40.0,292542.06,11701682.34,JPY,NET60,KOBAYASHI,1,Catalog,1170168.23,12871850.57
PO20253000271,1,2025-07-12,JP01,S001,本社（東京）,D008,総務,CC1001,SC025,アクティブプロモ20 合同会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000071,CL002,リテールプロモ,CM015,サンプリング,CS0071,サンプリング（標準プラン）,SET,10.0,2335910.09,23359100.91,JPY,NET45,KOBAYASHI,0,Catalog,2335910.09,25695011.0
PO20253000384,1,2025-07-12,JP01,S002,横浜オフィス,D007,カスタマーセンター,CC7001,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000126,CL003,ビジネスサービス,CM026,翻訳/通訳,CS0126,翻訳/通訳（標準プラン）,HOUR,80.0,300991.56,24079324.88,JPY,NET45,KOBAYASHI,0,eProc,2407932.49,26487257.37
PO20253000411,1,2025-07-13,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000123,CL003,ビジネスサービス,CM025,会計/経理,CS0123,会計/経理（スポット対応）,PACK,5.0,1355174.69,6775873.45,JPY,NET45,UEDA,0,Framework,677587.35,7453460.8
PO20253000477,1,2025-07-13,JP01,S004,関西物流センター,D003,経理,CC2101,SC014,サミットプロモ78 合同会社,SP014,SCM East Japan,SGP004,SCM & Logistics Group,IM000007,CL001,マーケティング,CM002,デジタル広告,CS0007,デジタル広告（プレミアムプラン）,HOUR,80.0,243716.41,19497312.81,JPY,NET60,UEDA,0,Catalog,1949731.28,21447044.09
PO20253000493,1,2025-07-13,JP01,S003,関東物流センター,D002,営業（リテール）,CC4101,SC027,ブルームパッケージ60 K.K.,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000089,CL002,リテールプロモ,CM018,リテールメディア,CS0089,リテールメディア（月額サブスク）,PACK,50.0,1083190.17,54159508.63,JPY,NET60,TANAKA,0,Catalog,5415950.86,59575459.49
PO20253000259,1,2025-07-14,JP01,S001,本社（東京）,D007,カスタマーセンター,CC7001,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000090,CL002,リテールプロモ,CM018,リテールメディア,CS0090,リテールメディア（単発作業）,PACK,3.0,1021905.06,3065715.18,JPY,NET60,SUZUKI,0,eProc,306571.52,3372286.7
PO20253000261,1,2025-07-14,JP01,S003,関東物流センター,D004,人事,CC2201,SC020,オリオンBPO51 Ltd.,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000071,CL002,リテールプロモ,CM015,サンプリング,CS0071,サンプリング（標準プラン）,SET,5.0,2871152.51,14355762.54,JPY,NET45,UEDA,1,Catalog,1435576.25,15791338.79
PO20253000410,1,2025-07-14,JP01,S004,関西物流センター,D006,物流,CC5001,SC020,オリオンBPO51 Ltd.,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000047,CL001,マーケティング,CM010,データ分析,CS0047,データ分析（プレミアムプラン）,PACK,10.0,646580.47,6465804.69,JPY,NET30,SUZUKI,1,eProc,646580.47,7112385.16
PO20253000124,1,2025-07-15,JP01,S001,本社（東京）,D008,総務,CC1001,SC023,クレストイベント47 合同会社,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000016,CL001,マーケティング,CM004,SNS運用,CS0016,SNS運用（標準プラン）,HOUR,160.0,218281.63,34925061.04,JPY,NET60,SATO,0,Framework,3492506.1,38417567.14
PO20253000471,1,2025-07-15,JP01,S005,名古屋拠点,D001,マーケティング,CC4001,SC042,オリオンコンサル97 合同会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000024,CL001,マーケティング,CM005,PR/広報,CS0024,PR/広報（月額サブスク）,PACK,1.0,1287794.98,1287794.98,JPY,NET60,SATO,0,Catalog,128779.5,1416574.48
PO20253000467,1,2025-07-16,JP01,S005,名古屋拠点,D005,情報システム,CC2001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000136,CL003,ビジネスサービス,CM028,清掃/警備,CS0136,清掃/警備（標準プラン）,PACK,3.0,981201.95,2943605.85,JPY,NET45,SUZUKI,0,Framework,294360.59,3237966.44
PO20253000286,1,2025-07-19,JP01,S004,関西物流センター,D001,マーケティング,CC4001,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000139,CL003,ビジネスサービス,CM028,清掃/警備,CS0139,清掃/警備（月額サブスク）,PACK,1.0,1309511.67,1309511.67,JPY,NET45,KOBAYASHI,0,Framework,130951.17,1440462.84
PO20253000103,1,2025-07-20,JP01,S004,関西物流センター,D003,経理,CC2101,SC010,ユニオンマーケ85 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000083,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0083,ディスプレイ施工（スポット対応）,SET,50.0,2527860.87,126393043.25,JPY,NET45,SUZUKI,0,Catalog,12639304.32,139032347.57
PO20253000483,1,2025-07-21,JP01,S004,関西物流センター,D002,営業（リテール）,CC4101,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000091,CL002,リテールプロモ,CM019,売場データ,CS0091,売場データ（標準プラン）,LOT,1.0,4295113.08,4295113.08,JPY,NET60,SUZUKI,0,Spot,429511.31,4724624.39
PO20253000057,1,2025-07-22,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000020,CL001,マーケティング,CM004,SNS運用,CS0020,SNS運用（単発作業）,SET,3.0,2044652.13,6133956.39,JPY,NET45,KOBAYASHI,1,Framework,613395.64,6747352.03
PO20253000107,1,2025-07-22,JP01,S004,関西物流センター,D009,SCM企画,CC5101,SC015,ノヴァロジ21 Ltd.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000134,CL003,ビジネスサービス,CM027,コンサル,CS0134,コンサル（月額サブスク）,EA,2.0,2140695.29,4281390.58,JPY,NET45,UEDA,0,Framework,428139.06,4709529.64
PO20253000445,1,2025-07-22,JP01,S001,本社（東京）,D003,経理,CC2101,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000092,CL002,リテールプロモ,CM019,売場データ,CS0092,売場データ（プレミアムプラン）,SET,10.0,2621357.13,26213571.3,JPY,NET30,SUZUKI,1,Catalog,2621357.13,28834928.43
PO20253000018,1,2025-07-23,JP01,S003,関東物流センター,D008,総務,CC1001,SC037,サミットロジ8 合同会社,SP017,Packaging Partners,SGP007,Packaging & Materials Group,IM000071,CL002,リテールプロモ,CM015,サンプリング,CS0071,サンプリング（標準プラン）,SET,10.0,2353905.21,23539052.1,JPY,NET45,TANAKA,1,Framework,2353905.21,25892957.31
PO20253000199,1,2025-07-23,JP01,S002,横浜オフィス,D009,SCM企画,CC5101,SC009,クレストデジタル74 合同会社,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000134,CL003,ビジネスサービス,CM027,コンサル,CS0134,コンサル（月額サブスク）,EA,50.0,2305222.25,115261112.59,JPY,NET45,KOBAYASHI,0,eProc,11526111.26,126787223.85
PO20253000194,1,2025-07-29,JP01,S004,関西物流センター,D005,情報システム,CC2001,SC040,ネクサスBPO71 合同会社,SP020,Consulting Partners,SGP010,Consulting & Professional Group,IM000065,CL002,リテールプロモ,CM013,ノベルティ,CS0065,ノベルティ（単発作業）,EA,1.0,1553041.62,1553041.62,JPY,NET60,TANAKA,0,Framework,155304.16,1708345.78
PO20253000200,1,2025-07-29,JP01,S002,横浜オフィス,D004,人事,CC2201,SC038,クレストプロモ11 Ltd.,SP018,HR Services,SGP008,HR & Talent Solutions Group,IM000091,CL002,リテールプロモ,CM019,売場データ,CS0091,売場データ（標準プラン）,LOT,12.0,3713181.23,44558174.74,JPY,NET30,KOBAYASHI,0,Framework,4455817.47,49013992.21
PO20253000188,1,2025-07-30,JP01,S001,本社（東京）,D004,人事,CC2201,SC033,サミットコンサル78 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000028,CL001,マーケティング,CM006,市場調査,CS0028,市場調査（スポット対応）,EA,5.0,1994621.48,9973107.4,JPY,NET30,KOBAYASHI,0,eProc,997310.74,10970418.14
PO20253000415,1,2025-07-30,JP01,S003,関東物流センター,D007,カスタマーセンター,CC7001,SC023,クレストイベント47 合同会社,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000079,CL002,リテールプロモ,CM016,店舗イベント,CS0079,店舗イベント（月額サブスク）,PACK,3.0,1409759.11,4229277.32,JPY,NET45,SATO,1,Framework,422927.73,4652205.05
PO20253000037,1,2025-07-31,JP01,S004,関西物流センター,D002,営業（リテール）,CC4101,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000216,CL005,IT,CM044,ネットワーク,CS0216,ネットワーク（標準プラン）,MONTH,1.0,5874463.21,5874463.21,JPY,NET30,UEDA,0,Framework,587446.32,6461909.53
PO20253000074,1,2025-08-01,JP01,S005,名古屋拠点,D007,カスタマーセンター,CC7001,SC029,ノヴァサプライ99 K.K.,SP009,Travel East Japan,SGP009,Travel & Events Network,IM000085,CL002,リテールプロモ,CM017,ディスプレイ施工,CS0085,ディスプレイ施工（単発作業）,MONTH,6.0,4728868.08,28373208.47,JPY,NET45,SUZUKI,0,Catalog,2837320.85,31210529.32
PO20253000153,1,2025-08-02,JP01,S004,関西物流センター,D003,経理,CC2101,SC036,エコーマーケ15 K.K.,SP016,Facilities Procurement Services,SGP006,Facilities & Workplace Services,IM000125,CL003,ビジネスサービス,CM025,会計/経理,CS0125,会計/経理（単発作業）,EA,50.0,1958364.63,97918231.56,JPY,NET60,UEDA,0,eProc,9791823.16,107710054.72
PO20253000425,1,2025-08-02,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC002,エコーパッケージ36 株式会社,SP002,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000010,CL001,マーケティング,CM002,デジタル広告,CS0010,デジタル広告（単発作業）,PACK,1.0,643837.05,643837.05,JPY,NET60,UEDA,1,Catalog,64383.71,708220.76
PO20253000017,1,2025-08-03,JP01,S005,名古屋拠点,D002,営業（リテール）,CC4101,SC047,クレストロジ1 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000046,CL001,マーケティング,CM010,データ分析,CS0046,データ分析（標準プラン）,LOT,6.0,3203884.55,19223307.32,JPY,NET45,TANAKA,1,Framework,1922330.73,21145638.05
PO20253000025,1,2025-08-03,JP01,S002,横浜オフィス,D002,営業（リテール）,CC4101,SC043,サミットイベント86 K.K.,SP003,Business Services Holdings Solutions,SGP003,Business Services Holdings,IM000021,CL001,マーケティング,CM005,PR/広報,CS0021,PR/広報（標準プラン）,EA,20.0,1280870.59,25617411.76,JPY,NET45,TANAKA,1,Spot,2561741.18,28179152.94
PO20253000167,1,2025-08-06,JP01,S002,横浜オフィス,D005,情報システム,CC2001,SC033,サミットコンサル78 合同会社,SP013,Business Services Holdings Japan K.K.,SGP003,Business Services Holdings,IM000211,CL005,IT,CM043,クラウド,CS0211,クラウド（標準プラン）,SET,50.0,1448210.77,72410538.58,JPY,NET60,UEDA,0,eProc,7241053.86,79651592.44
PO20253000314,1,2025-08-06,JP01,S002,横浜オフィス,D009,SCM企画,CC5101,SC006,フロンティアデジタル78 K.K.,SP006,Facilities West Japan,SGP006,Facilities & Workplace Services,IM000014,CL001,マーケティング,CM003,クリエイティブ制作,CS0014,クリエイティブ制作（月額サブスク）,HOUR,20.0,220533.59,4410671.78,JPY,NET60,SATO,1,eProc,441067.18,4851738.96
PO20253000185,1,2025-08-08,JP01,S001,本社（東京）,D001,マーケティング,CC4001,SC032,ノヴァビジネス65 株式会社,SP012,Retail Promotion Partners Japan K.K.,SGP002,Retail Promotion Partners,IM000130,CL003,ビジネスサービス,CM026,翻訳/通訳,CS0130,翻訳/通訳（単発作業）,PACK,10.0,1136285.55,11362855.5,JPY,NET45,UEDA,0,eProc,1136285.55,12499141.05
PO20253000249,1,2025-08-09,JP01,S001,本社（東京）,D004,人事,CC2201,SC008,ブルームプロモ71 K.K.,SP008,HR Partners,SGP008,HR & Talent Solutions Group,IM000121,CL003,ビジネスサービス,CM025,会計/経理,CS0121,会計/経理（標準プラン）,SET,2.0,1739679.26,3479358.52,JPY,NET45,SATO,1,Spot,347935.85,3827294.37
PO20253000447,1,2025-08-10,JP01,S002,横浜オフィス,D006,物流,CC5001,SC007,アクティブBPO69 株式会社,SP007,Packaging East Japan,SGP007,Packaging & Materials Group,IM000038,CL001,マーケティング,CM008,SEO/コンテンツ,CS0038,SEO/コンテンツ（スポット対応）,SET,50.0,1556038.15,77801907.62,JPY,NET30,KOBAYASHI,0,eProc,7780190.76,85582098.38
PO20253000083,1,2025-08-11,JP01,S005,名古屋拠点,D008,総務,CC1001,SC045,オリオンロジ9 K.K.,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000068,CL002,リテールプロモ,CM014,販促キャンペーン,CS0068,販促キャンペーン（スポット対応）,MONTH,1.0,8502493.07,8502493.07,JPY,NET30,KOBAYASHI,0,eProc,850249.31,9352742.38
PO20253000105,1,2025-08-12,JP01,S003,関東物流センター,D009,SCM企画,CC5101,SC005,ユニオンプロモ49 株式会社,SP005,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000074,CL002,リテールプロモ,CM015,サンプリング,CS0074,サンプリング（月額サブスク）,HOUR,40.0,330204.44,13208177.79,JPY,NET30,KOBAYASHI,1,Spot,1320817.78,14528995.57
PO20253000272,1,2025-08-13,JP01,S003,関東物流センター,D005,情報システム,CC2001,SC050,サミットBPO28 合同会社,SP010,Consulting Services,SGP010,Consulting & Professional Group,IM000201,CL005,IT,CM041,PC/周辺機器,CS0201,PC/周辺機器（標準プラン）,PACK,50.0,1160518.47,58025923.5,JPY,NET60,TANAKA,0,Spot,5802592.35,63828515.85
PO20253000256,1,2025-08-14,JP01,S001,本社（東京）,D004,人事,CC2201,SC035,ノヴァコンサル1 K.K.,SP015,Tech Procurement Services,SGP005,Tech & Digital Services Group,IM000145,CL003,ビジネスサービス,CM029,設備保全,CS0145,設備保全（単発作業）,LOT,2.0,5566355.54,11132711.09,JPY,NET60,UEDA,1,Framework,1113271.11,12245982.2
